Origin Station,Origin Station Number,Origin Latitude,Origin Longitude,Origin Constituency,Origin District,Destination Station,Destination Station Number,Destination Latitude,Destination Longitude,Destination Constituency,Destination District,Total Travel Time (mins),Total Distance (km),Fare (HKD),No. of Stations,Full Route
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Chai Wan,37,22.264415,114.237278,Chai Wan,Eastern,34,15.517340865940517,15.8,16,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Heng Fa Chuen,36,22.276995,114.24011,Chai Wan,Eastern,32,14.033181868265913,15.8,15,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Shau Kei Wan,35,22.279516,114.229107,Hong Wan,Eastern,30,12.728667082772215,15.8,14,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sai Wan Ho,34,22.282112,114.222075,Hong Wan,Eastern,28,12.005864572488875,15.8,13,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Koo,33,22.285448,114.215949,Hong Wan,Eastern,26,11.25233955731999,15.8,12,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Quarry Bay,32,22.289583,114.208235,Tai Pak,Eastern,24,10.315065427317416,15.8,11,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,North Point,31,22.291469,114.200488,Tai Pak,Eastern,22,9.374669507791848,13.2,10,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,20,8.45298296845841,13.2,9,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,19,7.831259349588566,13.2,8,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Causeway Bay,28,22.2797,114.183429,Wan Chai,Wan Chai,17,6.949955939064132,13.2,7,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai -> Causeway Bay
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Wan Chai,27,22.277441,114.172207,Wan Chai,Wan Chai,14,5.767756737262177,13.2,6,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Wan Chai
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Central,1,22.283041,114.158753,Central,Central and Western,13,5.509592206630086,13.2,6,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sheung Wan,26,22.286863,114.152831,Central,Central and Western,18,6.3306267914954955,13.2,7,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sai Ying Pun,81,22.285652,114.142704,Western,Central and Western,19,7.408009210220246,13.2,8,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,HKU,82,22.283665,114.135716,Central,Central and Western,21,8.226071182879227,13.2,9,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kennedy Town,83,22.281119,114.128817,Western,Central and Western,22,9.043414685720606,13.2,10,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tiu Keng Leng,49,22.304225,114.252389,Tseung Kwan O South,Sai Kung,28,13.97221357620385,11.0,14,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Yau Tong,48,22.29809,114.237063,Kwun Tong Southeast,Kwun Tong,25,11.824413641911624,9.2,13,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lam Tin,38,22.307158,114.233168,Kwun Tong Central,Kwun Tong,23,10.727426294532247,9.2,12,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kwun Tong,15,22.312319,114.22657,Kwun Tong Central,Kwun Tong,21,9.82718060765647,9.2,11,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Ngau Tau Kok,14,22.315669,114.218819,Kwun Tong Central,Kwun Tong,20,8.981677063675443,9.2,10,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kowloon Bay,13,22.323267,114.214248,Kwun Tong West,Kwun Tong,17,7.828144161846423,9.2,9,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Choi Hung,12,22.334898,114.208546,Wong Tai Sin East,Wong Tai Sin,15,6.4263001172986645,9.2,8,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Diamond Hill,11,22.340167,114.200483,Wong Tai Sin East,Wong Tai Sin,13,5.4097799227182435,7.4,7,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Wong Tai Sin,10,22.341651,114.192597,Wong Tai Sin East,Wong Tai Sin,11,4.615458446869846,7.4,6,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lok Fu,9,22.338009,114.187697,Wong Tai Sin West,Wong Tai Sin,9,3.76996837040525,5.9,5,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Shek Kip Mei,7,22.331998,114.169571,Sham Shui Po East,Sham Shui Po,5,1.4105624707118616,4.9,3,Mong Kok -> Prince Edward -> Shek Kip Mei
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,3,0.5296313444813908,4.9,2,Mong Kok -> Prince Edward
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,3,0.6984850298064516,4.9,2,Mong Kok -> Yau Ma Tei
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Ho Man Tin,84,22.309521,114.182839,Kowloon City South,Kowloon City,6,2.5207484754397296,4.9,3,Mong Kok -> Yau Ma Tei -> Ho Man Tin
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Whampoa,85,22.305079,114.189438,Kowloon City South,Kowloon City,8,3.392183850185652,5.9,4,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Wu Kai Sha,103,22.429473,114.243664,Sha Tin North,Sha Tin,38,17.21297281020047,12.0,13,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Ma On Shan,102,22.424894,114.231924,Sha Tin North,Sha Tin,36,15.854820425560357,12.0,12,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Heng On,101,22.418204,114.225857,Sha Tin North,Sha Tin,34,14.750243748198818,12.0,11,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Shui Hang,100,22.408445,114.222614,Sha Tin East,Sha Tin,32,13.676748504917668,12.0,10,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Shek Mun,99,22.387678,114.208653,Sha Tin East,Sha Tin,28,10.77771864214149,9.8,9,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,City One,98,22.382877,114.203353,Sha Tin East,Sha Tin,27,10.05712030352076,9.8,8,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sha Tin Wai,97,22.377073,114.194856,Sha Tin East,Sha Tin,25,8.921907313600855,9.8,7,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Che Kung Temple,96,22.374846,114.186262,Sha Tin South,Sha Tin,23,7.95796193292544,9.8,6,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Hin Keng,90,22.363972,114.170774,Sha Tin South,Sha Tin,22,9.822646945978239,9.6,8,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Hin Keng
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kai Tak,91,22.330498,114.199368,Kowloon City North,Kowloon City,15,5.6541808457367315,7.4,6,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi -> Kai Tak
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sung Wong Toi,92,22.32595,114.191175,Kowloon City North,Kowloon City,13,4.714560770881901,5.9,5,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,To Kwa Wan,93,22.317174,114.187573,Kowloon City North,Kowloon City,11,3.5818588396908604,5.9,4,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,East Tsim Sha Tsui,80,22.296482,114.173505,Yau Tsim Mong South,Yau Tsim Mong,13,4.5168977673100335,5.9,5,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Austin,111,22.303331,114.16886,Yau Tsim Mong South,Yau Tsim Mong,16,6.124282747980859,4.9,6,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Nam Cheong,53,22.326433,114.1537,Sham Shui Po West,Sham Shui Po,19,8.961118142883816,4.9,7,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Mei Foo,20,22.338436,114.138433,Sham Shui Po West,Sham Shui Po,11,4.294937797365008,7.4,6,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tsuen Wan West,114,22.368055,114.10954,Tsuen Wan Northwest,Tsuen Wan,24,8.736753704417104,9.2,7,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kam Sheung Road,115,22.434474,114.063342,Yuen Long Rural East,Yuen Long,30,17.649286051596416,18.9,8,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Yuen Long,116,22.446091,114.034873,Yuen Long Town Centre,Yuen Long,34,21.16288184234456,20.8,9,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Long Ping,117,22.447692,114.025324,Yuen Long Town Centre,Yuen Long,36,22.22279250796535,20.8,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tin Shui Wai,118,22.447663,114.004011,Tin Shui Wai South and Ping Ha,Yuen Long,38,24.50865992721274,20.8,11,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Siu Hong,119,22.411857,113.978954,Tuen Mun North,Tuen Mun,43,29.505690237227636,20.8,12,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tuen Mun,120,22.394235,113.97338,Tuen Mun East,Tuen Mun,45,31.44344432659707,20.8,13,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tung Chung,43,22.289523,113.941559,Islands,Islands,33,27.67851135990759,18.7,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,13,6.099020523258245,7.4,7,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,23,11.21023771908026,4.9,9,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Nam Cheong -> Olympic
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Po Lam,52,22.322602,114.257973,Tseung Kwan O North,Sai Kung,36,17.125211222737654,11.0,17,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Hang Hau,51,22.315808,114.264497,Tseung Kwan O North,Sai Kung,35,16.05680241670819,11.0,16,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tseung Kwan O,50,22.307709,114.26013,Tseung Kwan O South,Sai Kung,32,14.850840680975674,11.0,15,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,LOHAS Park,57,22.295251,114.270387,Sai Kung and Hang Hau,Sai Kung,38,14.850840680975674,11.0,16,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tsuen Wan,25,22.373621,114.117286,Tsuen Wan Northwest,Tsuen Wan,21,10.096186404195437,9.2,11,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Wo Hau,24,22.370972,114.125488,Tsuen Wan Southeast,Tsuen Wan,20,9.264207986556393,9.2,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kwai Hing,23,22.363243,114.131078,Kwai Chung West,Kwai Tsing,17,7.977133299196071,9.2,9,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kwai Fong,22,22.356754,114.127468,Kwai Chung East,Kwai Tsing,16,7.194981314169513,9.2,8,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lai Chi Kok,19,22.337225,114.148362,Sham Shui Po West,Sham Shui Po,9,3.3589151396882837,5.9,5,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Cheung Sha Wan,18,22.335707,114.15709,Sham Shui Po West,Sham Shui Po,7,2.3674643305066447,5.9,4,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sham Shui Po,17,22.330735,114.162315,Sham Shui Po East,Sham Shui Po,5,1.5242003351738869,4.9,3,Mong Kok -> Prince Edward -> Sham Shui Po
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Jordan,4,22.304651,114.171633,Yau Tsim Mong South,Yau Tsim Mong,5,1.5861057667168215,4.9,3,Mong Kok -> Yau Ma Tei -> Jordan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tsim Sha Tsui,3,22.297048,114.173688,Yau Tsim Mong South,Yau Tsim Mong,7,2.5701298049272676,5.9,4,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Ocean Park,86,22.248669,114.174556,Southern District Southeast,Southern,20,8.771761631154675,13.2,6,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Wong Chuk Hang,87,22.248018,114.167896,Southern District Southeast,Southern,22,9.452293623687751,13.2,7,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lei Tung,88,22.241898,114.156172,Southern District Southeast,Southern,24,10.89434862885324,15.8,8,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,South Horizons,89,22.24275,114.148912,Southern District Southeast,Southern,26,11.785379057442425,15.8,9,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,44,32.537868462857496,65.0,11,Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport -> AsiaWorld-Expo
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,Airport,47,22.316453,113.936495,Islands,Islands,40,31.401265353164966,65.0,10,Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,Tsing Yi,46,22.358743,114.107738,Tsing Yi,Kwai Tsing,21,9.063517366242491,11.0,9,Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,Kowloon,45,22.304403,114.161569,Yau Tsim Mong South,Yau Tsim Mong,24,10.948244617185836,4.9,8,Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Olympic -> Kowloon
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,Hong Kong,44,22.284753,114.158142,Central,Central and Western,20,4.811107176823635,13.2,6,Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Hong Kong
Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,Sunny Bay,54,22.331886,114.028907,Tsuen Wan Northwest,Tsuen Wan,29,17.885539739276695,15.9,10,Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay
