Origin Station,Origin District,Destination Station,Destination District,Route Travel Time (mins),Fare (HKD),Full Route
AsiaWorld-Expo,Islands,Tai Po Market,Tai Po,68,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
AsiaWorld-Expo,Islands,University,Sha Tin,63,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
AsiaWorld-Expo,Islands,Fo Tan,Sha Tin,60,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
AsiaWorld-Expo,Islands,Sha Tin,Sha Tin,57,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin
AsiaWorld-Expo,Islands,Tai Wai,Sha Tin,55,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai
AsiaWorld-Expo,Islands,Kowloon Tong,Sham Shui Po,46,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong
AsiaWorld-Expo,Islands,Mong Kok East,Yau Tsim Mong,51,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East
AsiaWorld-Expo,Islands,Hung Hom,Yau Tsim Mong,45,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom
AsiaWorld-Expo,Islands,Exhibition Centre,Wan Chai,47,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Exhibition Centre
AsiaWorld-Expo,Islands,Admiralty,Central and Western,41,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty
AsiaWorld-Expo,Islands,Lok Ma Chau,Yuen Long,87,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
AsiaWorld-Expo,Islands,Chai Wan,Eastern,62,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
AsiaWorld-Expo,Islands,Heng Fa Chuen,Eastern,60,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
AsiaWorld-Expo,Islands,Shau Kei Wan,Eastern,58,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
AsiaWorld-Expo,Islands,Sai Wan Ho,Eastern,56,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
AsiaWorld-Expo,Islands,Tai Koo,Eastern,54,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
AsiaWorld-Expo,Islands,Quarry Bay,Eastern,52,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
AsiaWorld-Expo,Islands,North Point,Eastern,50,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point
AsiaWorld-Expo,Islands,Fortress Hill,Eastern,48,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
AsiaWorld-Expo,Islands,Tin Hau,Wan Chai,47,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
AsiaWorld-Expo,Islands,Causeway Bay,Wan Chai,45,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay
AsiaWorld-Expo,Islands,Wan Chai,Wan Chai,42,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai
AsiaWorld-Expo,Islands,Central,Central and Western,38,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central
AsiaWorld-Expo,Islands,Sheung Wan,Central and Western,40,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan
AsiaWorld-Expo,Islands,Sai Ying Pun,Central and Western,42,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun
AsiaWorld-Expo,Islands,HKU,Central and Western,44,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
AsiaWorld-Expo,Islands,Kennedy Town,Central and Western,45,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
AsiaWorld-Expo,Islands,Tiu Keng Leng,Sai Kung,62,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng
AsiaWorld-Expo,Islands,Yau Tong,Kwun Tong,59,110.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong
AsiaWorld-Expo,Islands,Lam Tin,Kwun Tong,62,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
AsiaWorld-Expo,Islands,Kwun Tong,Kwun Tong,60,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
AsiaWorld-Expo,Islands,Ngau Tau Kok,Kwun Tong,58,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
AsiaWorld-Expo,Islands,Kowloon Bay,Kwun Tong,56,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
AsiaWorld-Expo,Islands,Choi Hung,Wong Tai Sin,54,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
AsiaWorld-Expo,Islands,Diamond Hill,Wong Tai Sin,52,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill
AsiaWorld-Expo,Islands,Wong Tai Sin,Wong Tai Sin,50,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
AsiaWorld-Expo,Islands,Lok Fu,Wong Tai Sin,48,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
AsiaWorld-Expo,Islands,Shek Kip Mei,Sham Shui Po,43,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei
AsiaWorld-Expo,Islands,Prince Edward,Yau Tsim Mong,40,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward
AsiaWorld-Expo,Islands,Mong Kok,Yau Tsim Mong,42,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok
AsiaWorld-Expo,Islands,Yau Ma Tei,Yau Tsim Mong,44,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei
AsiaWorld-Expo,Islands,Ho Man Tin,Kowloon City,47,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin
AsiaWorld-Expo,Islands,Whampoa,Kowloon City,50,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
AsiaWorld-Expo,Islands,Wu Kai Sha,Sha Tin,77,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
AsiaWorld-Expo,Islands,Ma On Shan,Sha Tin,75,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
AsiaWorld-Expo,Islands,Heng On,Sha Tin,72,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
AsiaWorld-Expo,Islands,Tai Shui Hang,Sha Tin,70,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
AsiaWorld-Expo,Islands,Shek Mun,Sha Tin,67,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
AsiaWorld-Expo,Islands,City One,Sha Tin,65,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
AsiaWorld-Expo,Islands,Sha Tin Wai,Sha Tin,63,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
AsiaWorld-Expo,Islands,Che Kung Temple,Sha Tin,61,65.0,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple
