name,routeId,Fare,NumOfStops,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail
72,CMPattern_CM_GMBBus_72_1_8970,8.7,26,12.11942023,Yuen Long Town Centre > Yuen Long Rural East,FALSE,元朗泰衡街 Yuen Long Tai Hang Street,Yuen Long Town Centre,雷公田村 Lui Kung Tin Tsuen,Yuen Long Rural East,雷公田 Lui Kung Tin
20M,CMPattern_CM_GMBBus_20m_10181,6.5,14,4.746017048,Tai Po North,TRUE,鳳園總站 Fung Yuen Bus Terminus,Tai Po North,鳳園總站 Fung Yuen Bus Terminus,Tai Po North,鳳園 - 大埔中心（循環綫） Fung Yuen - Tai Po Central (Circular)
24M,CMPattern_CM_GMBBus_24m_6244,4.3,13,2.925171459,Kwun Tong Southeast,FALSE,大本型 Domain,Kwun Tong Southeast,藍田公園 Lam Tin Park,Kwun Tong Southeast,興田邨碧雲道 Hing Tin Estate (Pik Wan Road)
15A,CMPattern_CM_GMBBus_15a_8619,5.2,11,4.443123557,Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,"寶寧路，近將軍澳醫院 Po Ning Road, near Tseung Kwan O Hospital",Tseung Kwan O North,坑口北 Hang Hau (North)
25M,CMPattern_CM_GMBBus_25m_7980,6.9,8,1.749767056,Kowloon City North,FALSE,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,"喇沙利道，近碧華花園第六座 La Salle Road, near Laford Court",Kowloon City North,喇沙利道 La Salle Road
621,CMPattern_CM_GMBBus_621_6039,6.1,12,5.062078482,Yuen Long Rural East > Tin Shui Wai South and Ping Ha > Yuen Long Rural East > Tin Shui Wai South and Ping Ha,FALSE,"洪元路，洪福邨外 Hung Yuen Road, outside Hung Fuk Estate",Yuen Long Rural East,天水圍醫院 Tin Shui Wai Hospital,Tin Shui Wai South and Ping Ha,天水圍醫院 Tin Shui Wai Hospital
807K,CMPattern_CM_GMBBus_807k_7580,9.3,8,3.874888439,Tai Po North > Sha Tin North,FALSE,井頭小巴總站 Tseng Tau Minibus Terminus,Tai Po North,烏溪沙站巴士總站 Wu Kai Sha Station Bus Terminus,Sha Tin North,烏溪沙站 Wu Kai Sha Station
68K,CMPattern_GMBBus68K_4015,6.4,16,6.241860924,Sha Tin West > Sha Tin South,FALSE,"排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,"顯泰街，近瑞峰花園 Hin Tai Street, near Julimount Garden",Sha Tin South,瑞峰花園 Julimount Garden
83A,CMPattern_CM_GMBBus_83a_8460,4.5,8,2.005001239,Kwun Tong West,FALSE,坪石公共運輸交滙處一樓平台 Ping Shek Public Transport Interchange Podium,Kwun Tong West,"彩榮路，近彩福邨彩歡樓 Choi Wing Road, near Choi Foon House, Choi Fook Estate",Kwun Tong West,彩福邨 Choi Fook Estate
89A,CMPattern_CM_GMBBus_89a_5331,6.1,14,5.492602209,Kwun Tong West > Kwun Tong North,FALSE,牛頭角總站 Ngau Tau Kok Bus Terminus,Kwun Tong West,"安茵街，近智泰樓 On Yan Street, near Chi Tai House",Kwun Tong North,安泰邨 On Tai Estate
76A,CMPattern_CM_GMBBus_76a_8443,6.6,26,10.35086197,Kwun Tong Southeast > Kwun Tong Central > Kwun Tong North > Kwun Tong Central > Kwun Tong West > Kwun Tong North > Kwun Tong Southeast,TRUE,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,廣田 - 基督教聯合醫院（循環綫） Kwong Tin - United Christian Hospital (Circular)
24M,CMPattern_CM_GMBBus_24m_6243,4.3,11,3.075717329,Kwun Tong Southeast,FALSE,藍田公園 Lam Tin Park,Kwun Tong Southeast,大本型 Domain,Kwun Tong Southeast,油塘站 Yau Tong Station
18M,CMPattern_CM_GMBBus_18m_7601,8.7,7,3.891436682,Chai Wan,FALSE,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,"歌連臣角道，近歌連臣角懲教所 Cape Collinson Road, near Cape Collinson Correctional Institution",Chai Wan,歌連臣角懲教所 Cape Collinson (Correctional Institution)
68K,CMPattern_GMBBus68K_5884,4.3,6,2.00538675,Sha Tin South,FALSE,"顯泰街，近瑞峰花園 Hin Tai Street, near Julimount Garden",Sha Tin South,大圍站公共運輸交滙處 Tai Wai Station Public Transport Interchange,Sha Tin South,大圍站 Tai Wai Station
812,CMPattern_CM_GMBBus_812_3972,5.9,15,4.977219419,Sha Tin South > Sha Tin East > Sha Tin South,FALSE,"車公廟路，顯徑商場對面 Che Kung Miu Road, Opposite Hin Keng Shopping Centre",Sha Tin South,"博泉街，近樂泉樓外迴旋處 Pok Chuen Street, near Roundabout outside Lok Chuen House",Sha Tin South,水泉澳 Shui Chuen O
52,CMPattern_CM_GMBBus_52_1_8161,6.6,11,3.104459549,Wong Tai Sin East > Wong Tai Sin West > Wong Tai Sin East > Wong Tai Sin West,FALSE,"銀竹里，近竹園南邨秀園樓 Ngan Chuk Lane, near Sau Yuen House, Chuk Yuen (South) Estate",Wong Tai Sin East,"康強街，安強大樓外 Hong Keung Street, outside On Keung Building",Wong Tai Sin West,新蒲崗 San Po Kong
83A,CMPattern_CM_GMBBus_83a_8459,4.5,8,2.574028654,Kwun Tong West,FALSE,"彩榮路，近彩福邨彩歡樓 Choi Wing Road, near Choi Foon House, Choi Fook Estate",Kwun Tong West,坪石公共運輸交滙處一樓平台 Ping Shek Public Transport Interchange Podium,Kwun Tong West,坪石 Ping Shek
68K,CMPattern_GMBBus68K_4014,6.4,17,6.009175861,Sha Tin South > Sha Tin West,FALSE,"顯泰街，近瑞峰花園 Hin Tai Street, near Julimount Garden",Sha Tin South,"排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,沙田站排頭街 Sha Tin Station (Pai Tau Street)
68K,CMPattern_GMBBus68K_5883,4.3,8,1.911289526,Sha Tin South,FALSE,大圍站公共運輸交滙處 Tai Wai Station Public Transport Interchange,Sha Tin South,"顯泰街，近瑞峰花園 Hin Tai Street, near Julimount Garden",Sha Tin South,瑞峰花園 Julimount Garden
812,CMPattern_CM_GMBBus_812_5962,5.9,14,4.764344386,Sha Tin South > Sha Tin East > Sha Tin South,FALSE,水泉澳公共運輸交滙處 Shui Chuen O Public Transport Interchange,Sha Tin South,"車公廟路，顯徑商場對面 Che Kung Miu Road, Opposite Hin Keng Shopping Centre",Sha Tin South,顯徑車公廟路 Hin Keng (Che Kung Miu Road)
43M,CMPattern_GMBBus43M_5874,4.5,3,2.209785803,Yau Tsim Mong South,TRUE,御金．國峯 The Coronation,Yau Tsim Mong South,御金．國峯 The Coronation,Yau Tsim Mong South,御金．國峯 - 油麻地站（循環綫） The Coronation - Yau Ma Tei Station (Circular)
52A,CMPattern_CM_GMBBus_52a_8839,3.9,4,1.665569898,Wu Tip Shan,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站（不經粉嶺樓路） Fanling Station (omit Fan Leng Lau Road)
43M,CMPattern_CM_GMBBus_43m_10083,3.2,8,2.824246466,Chai Wan,TRUE,"峰霞道，曉峰樓外 Fung Ha Road, outside Hiu Fung House",Chai Wan,"峰霞道，曉峰樓外 Fung Ha Road, outside Hiu Fung House",Chai Wan,峰華邨 - 柴灣站（循環綫） Fung Wah Estate - Chai Wan Station (Circular)
1A,CMPattern_GMBBus1A_1_5860,10.9,21,13.24149381,Sai Kung and Hang Hau > Kwun Tong North > Wong Tai Sin East > Kwun Tong West > Wong Tai Sin East > Wong Tai Sin West > Wong Tai Sin East,FALSE,"灰窰里，翠塘花園 Fui Yiu Lane, Lakeside Garden",Sai Kung and Hang Hau,鑽石山(彩虹道)公共運輸交匯處 Diamond Hill (Choi Hung Road) Pti,Wong Tai Sin East,彩虹新蒲崗 Choi Hung (San Po Kong)
52K,CMPattern_CM_GMBBus_52k_6077,6.6,21,7.719078047,Robin’s Nest > Wu Tip Shan,FALSE,"坪輋路，馮黃鳳亭安老院外 Ping Che Road, outside Caritas Fung Wong Fung Ting Home",Robin’s Nest,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
52K,CMPattern_CM_GMBBus_52k_6078,6.6,12,6.763871826,Robin’s Nest > Wu Tip Shan,FALSE,坪輋隔田 Ping Che Kat Tin,Robin’s Nest,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
52K,CMPattern_CM_GMBBus_52k_6079,6.6,14,8.06109769,Robin’s Nest > Wu Tip Shan,FALSE,山雞乙 Shan Kai Wat,Robin’s Nest,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
88M,CMPattern_CM_GMBBus_88m_9025,8.3,11,3.794000069,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,長青巴士總站 Cheung Ching Bus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站 Kwai Fong Station
52K,CMPattern_CM_GMBBus_52k_6081,6.2,7,4.166308062,Wu Tip Shan,FALSE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,軍地（北） Kwan Tei (North),Wu Tip Shan,軍地北 Kwan Tei (North)
25A,CMPattern_CM_GMBBus_25a_1_8738,6.7,14,4.64518895,Tai Po South,FALSE,泰亨鄉公所 Tai Hang Village Office,Tai Po South,"太和邨太和廣場西翼 Tai Wo Plaza West Wing, Tai Wo Estate",Tai Po South,太和站 Tai Wo Station
88A,CMPattern_CM_GMBBus_88a_2_6370,4.7,8,4.286436051,Tsing Yi,TRUE,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站 - 担杆山路（循環綫） Tsing Yi Station - Tam Kon Shan Road (Circular)
23S,CMPattern_CM_GMBBus_23s_1_8731,6.2,8,2.976902083,Tai Po South,FALSE,打鐵屻通路 Ta Tit Yan,Tai Po South,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站專綫小巴總站 Tai Po Market Station
86,CMPattern_CM_GMBBus_86_2936,6.4,7,4.818413451,Kwun Tong West > Kwun Tong Central > Kowloon City North,FALSE,德福花園總站 Telford Gardens Bus Terminus,Kwun Tong West,郵輪碼頭 Cruise Terminal,Kowloon City North,郵輪碼頭 Cruise Terminal
65A,CMPattern_CM_GMBBus_65a_7573,6.1,15,4.645002152,Sha Tin East > Sha Tin West,FALSE,黃泥頭巴士總站 Wong Nai Tau Bus Terminus,Sha Tin East,"源禾路，沙田中心對面 Yuen Wo Road, Opposite Sha Tin Centre",Sha Tin West,沙田市中心 Sha Tin Central
21A,CMPattern_CM_GMBBus_21a_1_8720,5.2,6,1.982741594,Tai Po South > Tai Po North > Tai Po South > Tai Po North,FALSE,南盛街小巴站 Nam Shing Street GMB Stand,Tai Po South,"大埔頭路，近大埔頭徑 Tai Po Tau Road, near Tai Po Tau Drive",Tai Po North,大埔頭 Tai Po Tau
78A,CMPattern_CM_GMBBus_78a_1_6367,6.7,6,3.633328243,Yuen Long Rural East,FALSE,"八鄉路近大欖巴士轉車站 Pat Heung Road, near Tai Lam Bus-Bus Interchange",Yuen Long Rural East,錦上路站公共運輸交滙處 Kam Sheung Road Station Public Transport Interchange,Yuen Long Rural East,錦上路站 Kam Sheung Road Station
114A,CMPattern_CM_GMBBus_114a_6423,4.3,7,2.320330972,Tseung Kwan O South > Tseung Kwan O North > Tseung Kwan O South,TRUE,將軍澳站小巴總站 Tseung Kwan O Station Minibus Terminus,Tseung Kwan O South,將軍澳站小巴總站 Tseung Kwan O Station Minibus Terminus,Tseung Kwan O South,將軍澳站 - 海天晉（循環綫） Tseung Kwan O Station - Ocean Wings (Circular)
52A,CMPattern_CM_GMBBus_52a_8837,3.9,5,1.958817526,Wu Tip Shan > Robin’s Nest > Wu Tip Shan,FALSE,"粉嶺車站路，粉嶺站外 Fanling Station Road, outside Fanling Station",Wu Tip Shan,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,和滿街公共小型巴士總站 Wo Mun Street Public Light Bus Terminus
59A,CMPattern_CM_GMBBus_59a_6178,4.5,8,2.616912747,Southern District Northwest > Southern District Southeast,FALSE,"東勝道10號對面 Tung Sing Road, Opposite No. 10",Southern District Northwest,"深灣道公共交通總站，雅濤閣1座外 Shum Wan Road Public Transport Terminus, outside Block 1, Broadview Court",Southern District Southeast,深灣道公共交通總站 Shum Wan Road Public Transport Terminus
21A,CMPattern_CM_GMBBus_21a_1_8719,5.2,7,2.404809637,Tai Po North > Tai Po South,FALSE,"大埔頭路，近大埔頭徑 Tai Po Tau Road, near Tai Po Tau Drive",Tai Po North,南盛街小巴站 Nam Shing Street GMB Stand,Tai Po South,大埔墟 Tai Po Market
23K,CMPattern_CM_GMBBus_23k_8728,5.7,6,1.952181645,Tai Po South,FALSE,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,"碗窰路，新屋家 Wun Yiu Road, San Uk Ka",Tai Po South,新屋家 San Uk Ka
15M,CMPattern_CM_GMBBus_15m_8623,5.1,8,3.22531945,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,康盛花園小巴總站 Hong Sing Garden Minibus Terminus,Sai Kung and Hang Hau,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,寶琳站 Po Lam Station
15M,CMPattern_CM_GMBBus_15m_8624,5.1,7,2.839713098,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,康盛花園小巴總站 Hong Sing Garden Minibus Terminus,Sai Kung and Hang Hau,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,寶琳站（不經翠琳路） Po Lam Station (omit Tsui Lam Road)
52A,CMPattern_CM_GMBBus_52a_8838,3.9,4,1.767492411,Wu Tip Shan,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,"粉嶺車站路，粉嶺站外 Fanling Station Road, outside Fanling Station",Wu Tip Shan,粉嶺站 Fanling Station
56A,CMPattern_CM_GMBBus_56a_8854,3.9,4,1.76736642,Wu Tip Shan,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,"粉嶺車站路，粉嶺站外 Fanling Station Road, outside Fanling Station",Wu Tip Shan,粉嶺站 Fanling Station
56A,CMPattern_CM_GMBBus_56a_8855,3.9,3,1.372447565,Wu Tip Shan,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,"粉嶺車站路，粉嶺站外 Fanling Station Road, outside Fanling Station",Wu Tip Shan,粉嶺車站（不經粉嶺樓路） Fanling Station (omit Fan Leng Lau Road)
12B,CMPattern_CM_GMBBus_12b_7868,5.7,4,1.291208576,Yau Tsim Mong North,FALSE,"福利街，近港灣豪庭第七座 Fuk Lee Street, near Metro Harbour View Block 7",Yau Tsim Mong North,西洋菜南街 Sai Yeung Choi Street South,Yau Tsim Mong North,西洋菜南街 Sai Yeung Choi Street South
88M,CMPattern_CM_GMBBus_88m_9024,8.3,6,3.721726917,Kwai Chung East > Kwai Chung West > Tsing Yi,FALSE,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,長青巴士總站 Cheung Ching Bus Terminus,Tsing Yi,長青邨 Cheung Ching Estate
88,CMPattern_CM_GMBBus_88_1_8650,5.7,10,4.374014448,Kwai Chung East > Kwai Chung West > Tsing Yi,FALSE,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,青衣邨 Tsing Yi Estate
88,CMPattern_CM_GMBBus_88_1_8651,5.7,11,4.562443614,Kwai Chung East > Kwai Chung West > Tsing Yi,FALSE,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,青衣邨（經偉景花園） Tsing Yi Estate (via Broadview Garden)
23,CMPattern_CM_GMBBus_23_7766,3.7,3,1.06222429,Kwun Tong Central,FALSE,"雲漢街，近南寧大樓 Wan Hon Street, near Nam Ning Mansion",Kwun Tong Central,裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,Kwun Tong Central,觀塘裕民坊 Kwun Tong (Yue Man Square)
74,CMPattern_GMBBus74_1_1530,6.6,9,4.373352082,Tin Shui Wai South and Ping Ha > Yuen Long Town Centre,FALSE,"福順街，近盛屋村 Fuk Shun Street, near Shing Uk Tsuen",Tin Shui Wai South and Ping Ha,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街 Yuen Long (Fook Hong Street)
82,CMPattern_CM_GMBBus_82_1_8774,6.2,11,4.088130246,Tsuen Wan Southeast > Kwai Chung East > Tsuen Wan Southeast,FALSE,"城門道，近城門郊野公園遊客中心 Shing Mun Road, near Shing Mun Country Park Visitor Centre",Tsuen Wan Southeast,"兆和街，近永安樓 Shiu Wo Street, near Wing On House",Tsuen Wan Southeast,荃灣兆和街 Tsuen Wan (Shiu Wo Street)
69X,CMPattern_GMBBus69X_6136,12.5,11,11.75740302,Wan Chai > Southern District Southeast > Southern District Northwest,FALSE,"駱克道，近景隆街 Lockhart Road, near Cannon Street",Wan Chai,數碼港公共運輸交匯處 Cyberport Bus Terminus,Southern District Northwest,數碼港（經華富北） Cyberport (via Wah Fu (North))
69X,CMPattern_GMBBus69X_9690,12.5,12,11.6205656,Wan Chai > Southern District Southeast > Southern District Northwest,FALSE,"駱克道，近景隆街 Lockhart Road, near Cannon Street",Wan Chai,數碼港公共運輸交匯處 Cyberport Bus Terminus,Southern District Northwest,數碼港 Cyberport
88F,CMPattern_CM_GMBBus_88f_1_9016,4,4,2.421100355,Tsing Yi,FALSE,藍澄灣第三座 Rambler Crest Tower 3,Tsing Yi,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站（不經長康） Tsing Yi Station (omit Cheung Hong)
65A,CMPattern_CM_GMBBus_65a_7575,6.1,13,4.491944511,Sha Tin East > Sha Tin West,FALSE,"小瀝源路，廣源邨停車場外 Siu Lek Yuen Road, outside Kwong Yuen Estate Carpark",Sha Tin East,"源禾路，沙田中心對面 Yuen Wo Road, Opposite Sha Tin Centre",Sha Tin West,沙田市中心 Sha Tin Central
75,CMPattern_GMBBus75_1_5498,10,23,14.50507025,Yuen Long Rural East > Yuen Long Town Centre,FALSE,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange,Yuen Long Rural East,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街（經元朗西） Yuen Long (Fook Hong Street) (via Yuen Long (West))
75,CMPattern_GMBBus75_1_9686,10,19,14.09791355,Yuen Long Rural East > Yuen Long Town Centre,FALSE,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange,Yuen Long Rural East,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街 Yuen Long (Fook Hong Street)
15A,CMPattern_CM_GMBBus_15a_8618,5.2,10,4.147475834,Tseung Kwan O North,FALSE,"寶寧路，近將軍澳醫院 Po Ning Road, near Tseung Kwan O Hospital",Tseung Kwan O North,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,茵怡花園 Verbena Heights
88F,CMPattern_CM_GMBBus_88f_1_9017,4,4,2.31475712,Tsing Yi,FALSE,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,藍澄灣第三座 Rambler Crest Tower 3,Tsing Yi,藍澄灣（不經長康） Rambler Crest (omit Cheung Hong)
75,CMPattern_GMBBus75_1_9685,10,20,13.77923776,Yuen Long Town Centre > Yuen Long Rural East,FALSE,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange,Yuen Long Rural East,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange
75,CMPattern_CM_GMBBus_75_1_5893,6,7,3.411352163,Yuen Long Rural East,FALSE,"青山公路，近新田郵政局 Castle Peak Road, near San Tin Post Office",Yuen Long Rural East,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange,Yuen Long Rural East,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange
74,CMPattern_GMBBus74_1_1531,6.6,12,5.519132349,Yuen Long Town Centre > Tin Shui Wai South and Ping Ha,FALSE,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,"福順街，近盛屋村 Fuk Shun Street, near Shing Uk Tsuen",Tin Shui Wai South and Ping Ha,盛屋村 Shing Uk Tsuen
20X,CMPattern_CM_GMBBus_20x_8718,6.5,4,2.223391869,Tai Po North > Tai Po South,FALSE,大埔那打素醫院 Tai Po Nethersole Hospital,Tai Po North,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站專綫小巴總站 Tai Po Market Station
20X,CMPattern_CM_GMBBus_20x_8829,6.5,4,2.397181051,Tai Po North > Tai Po South,FALSE,富蝶邨斑蝶樓 Ban Tip House Fu Tip Estate,Tai Po North,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站專綫小巴總站 Tai Po Market Station
37,CMPattern_CM_GMBBus_37_1_8789,9,17,7.333636687,Yuen Long Rural East > Yuen Long Town Centre,FALSE,"牛潭尾路，近攸美山莊 L 座 Ngau Tam Mei Road, near Elegant Park Block L",Yuen Long Rural East,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街 Yuen Long (Fook Hong Street)
